Time	Headset_on	CE_Pos	CE_Rot	LE_Pos	LE_Rot	RE_Pos	RE_Rot	LH_Pos	LH_Rot	RH_Pos	RH_Rot	Menu_Exists	Menu_Bounds	Menu_SM_Bounds	Menu_Page_Viewed	Menu_Panel_Viewed	Model_Name	Model_Centre	Model_Size	Preview_Name	Preview_Corners	
3.786062	1	(-0.12, 1.76, 0.55)	(-0.04276, 0.18127, -0.05614, 0.98090)	(-0.15, 1.76, 0.56)	(-0.04276, 0.18127, -0.05614, 0.98090)	(-0.10, 1.75, 0.54)	(-0.04276, 0.18127, -0.05614, 0.98090)	(-0.26, 1.32, 0.76)	(-0.24689, -0.12556, -0.46713, -0.83969)	(-0.02, 1.31, 0.74)	(-0.15260, 0.04501, 0.46141, -0.87280)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.808361	0	(-0.12, 1.76, 0.55)	(-0.03983, 0.18503, -0.05333, 0.98048)	(-0.15, 1.76, 0.56)	(-0.03983, 0.18503, -0.05333, 0.98048)	(-0.10, 1.75, 0.54)	(-0.03983, 0.18503, -0.05333, 0.98048)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.819487	0	(-0.12, 1.76, 0.55)	(-0.03829, 0.18645, -0.05222, 0.98033)	(-0.15, 1.76, 0.56)	(-0.03829, 0.18645, -0.05222, 0.98033)	(-0.10, 1.75, 0.54)	(-0.03829, 0.18645, -0.05222, 0.98033)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.841708	0	(-0.12, 1.76, 0.55)	(-0.03573, 0.18697, -0.04831, 0.98053)	(-0.15, 1.76, 0.56)	(-0.03573, 0.18697, -0.04831, 0.98053)	(-0.10, 1.75, 0.54)	(-0.03573, 0.18697, -0.04831, 0.98053)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.863975	0	(-0.13, 1.76, 0.55)	(-0.03395, 0.18460, -0.04455, 0.98122)	(-0.15, 1.76, 0.56)	(-0.03395, 0.18460, -0.04455, 0.98122)	(-0.10, 1.75, 0.54)	(-0.03395, 0.18460, -0.04455, 0.98122)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.886148	0	(-0.13, 1.76, 0.55)	(-0.03296, 0.18198, -0.04253, 0.98183)	(-0.15, 1.76, 0.56)	(-0.03296, 0.18198, -0.04253, 0.98183)	(-0.10, 1.75, 0.54)	(-0.03296, 0.18198, -0.04253, 0.98183)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.908369	0	(-0.13, 1.76, 0.55)	(-0.03267, 0.17862, -0.04118, 0.98251)	(-0.16, 1.76, 0.56)	(-0.03267, 0.17862, -0.04118, 0.98251)	(-0.10, 1.75, 0.54)	(-0.03267, 0.17862, -0.04118, 0.98251)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.919478	0	(-0.13, 1.76, 0.55)	(-0.03206, 0.17702, -0.04065, 0.98284)	(-0.16, 1.76, 0.56)	(-0.03206, 0.17702, -0.04065, 0.98284)	(-0.10, 1.75, 0.54)	(-0.03206, 0.17702, -0.04065, 0.98284)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.941699	0	(-0.13, 1.76, 0.55)	(-0.03082, 0.17412, -0.04041, 0.98341)	(-0.16, 1.76, 0.56)	(-0.03082, 0.17412, -0.04041, 0.98341)	(-0.10, 1.75, 0.54)	(-0.03082, 0.17412, -0.04041, 0.98341)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.96392	0	(-0.13, 1.76, 0.55)	(-0.03021, 0.17174, -0.04013, 0.98386)	(-0.16, 1.76, 0.56)	(-0.03021, 0.17174, -0.04013, 0.98386)	(-0.10, 1.75, 0.54)	(-0.03021, 0.17174, -0.04013, 0.98386)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
3.986139	0	(-0.13, 1.76, 0.56)	(-0.02914, 0.16999, -0.03939, 0.98423)	(-0.16, 1.76, 0.57)	(-0.02914, 0.16999, -0.03939, 0.98423)	(-0.10, 1.75, 0.55)	(-0.02914, 0.16999, -0.03939, 0.98423)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.00836	0	(-0.13, 1.76, 0.56)	(-0.02741, 0.16900, -0.03918, 0.98446)	(-0.16, 1.76, 0.57)	(-0.02741, 0.16900, -0.03918, 0.98446)	(-0.10, 1.75, 0.55)	(-0.02741, 0.16900, -0.03918, 0.98446)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.019471	0	(-0.13, 1.76, 0.56)	(-0.02623, 0.16866, -0.03858, 0.98457)	(-0.16, 1.76, 0.57)	(-0.02623, 0.16866, -0.03858, 0.98457)	(-0.10, 1.75, 0.55)	(-0.02623, 0.16866, -0.03858, 0.98457)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.041728	0	(-0.13, 1.75, 0.56)	(-0.02445, 0.16777, -0.03694, 0.98483)	(-0.16, 1.76, 0.57)	(-0.02445, 0.16777, -0.03694, 0.98483)	(-0.10, 1.75, 0.55)	(-0.02445, 0.16777, -0.03694, 0.98483)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	(0.00, 0.00, -0.06)	(0.00000, 0.00000, 0.00000, 1.00000)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.063931	1	(-0.13, 1.75, 0.56)	(-0.02226, 0.16552, -0.03488, 0.98534)	(-0.16, 1.76, 0.57)	(-0.02226, 0.16552, -0.03488, 0.98534)	(-0.10, 1.75, 0.55)	(-0.02226, 0.16552, -0.03488, 0.98534)	(-0.32, 1.30, 0.78)	(-0.24856, -0.00412, -0.52843, -0.81177)	(0.02, 1.29, 0.73)	(-0.17830, -0.03329, 0.52889, -0.82908)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.085785	1	(-0.13, 1.75, 0.56)	(-0.02023, 0.16300, -0.03318, 0.98586)	(-0.16, 1.76, 0.57)	(-0.02023, 0.16300, -0.03318, 0.98586)	(-0.10, 1.75, 0.55)	(-0.02023, 0.16300, -0.03318, 0.98586)	(-0.32, 1.29, 0.78)	(-0.25491, 0.00085, -0.52807, -0.81004)	(0.02, 1.29, 0.73)	(-0.17965, -0.03577, 0.53244, -0.82641)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.108278	1	(-0.13, 1.75, 0.56)	(-0.01802, 0.16043, -0.03137, 0.98638)	(-0.16, 1.76, 0.57)	(-0.01802, 0.16043, -0.03137, 0.98638)	(-0.10, 1.75, 0.55)	(-0.01802, 0.16043, -0.03137, 0.98638)	(-0.32, 1.29, 0.77)	(-0.26222, 0.00461, -0.52497, -0.80971)	(0.02, 1.28, 0.73)	(-0.18121, -0.03627, 0.53499, -0.82440)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.119289	1	(-0.13, 1.75, 0.56)	(-0.01656, 0.15882, -0.03028, 0.98670)	(-0.16, 1.76, 0.57)	(-0.01656, 0.15882, -0.03028, 0.98670)	(-0.10, 1.75, 0.55)	(-0.01656, 0.15882, -0.03028, 0.98670)	(-0.32, 1.29, 0.77)	(-0.26557, 0.00639, -0.52264, -0.81011)	(0.02, 1.28, 0.73)	(-0.18165, -0.03624, 0.53415, -0.82485)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.141572	1	(-0.13, 1.75, 0.56)	(-0.01370, 0.15542, -0.02851, 0.98734)	(-0.16, 1.75, 0.57)	(-0.01370, 0.15542, -0.02851, 0.98734)	(-0.10, 1.75, 0.55)	(-0.01370, 0.15542, -0.02851, 0.98734)	(-0.32, 1.29, 0.77)	(-0.27204, 0.00698, -0.51710, -0.81151)	(0.02, 1.29, 0.73)	(-0.18140, -0.03582, 0.52996, -0.82762)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.16382	1	(-0.13, 1.75, 0.56)	(-0.01152, 0.15128, -0.02638, 0.98807)	(-0.16, 1.75, 0.57)	(-0.01152, 0.15128, -0.02638, 0.98807)	(-0.10, 1.75, 0.55)	(-0.01152, 0.15128, -0.02638, 0.98807)	(-0.32, 1.28, 0.77)	(-0.27689, 0.00705, -0.51405, -0.81181)	(0.02, 1.29, 0.73)	(-0.18114, -0.03536, 0.52857, -0.82858)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.186145	1	(-0.13, 1.75, 0.56)	(-0.00963, 0.14706, -0.02495, 0.98877)	(-0.16, 1.75, 0.57)	(-0.00963, 0.14706, -0.02495, 0.98877)	(-0.10, 1.75, 0.55)	(-0.00963, 0.14706, -0.02495, 0.98877)	(-0.32, 1.28, 0.77)	(-0.28067, 0.00770, -0.51481, -0.81002)	(0.02, 1.29, 0.73)	(-0.18126, -0.03415, 0.53046, -0.82740)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.20842	1	(-0.13, 1.75, 0.56)	(-0.00693, 0.14374, -0.02423, 0.98929)	(-0.16, 1.75, 0.57)	(-0.00693, 0.14374, -0.02423, 0.98929)	(-0.10, 1.75, 0.55)	(-0.00693, 0.14374, -0.02423, 0.98929)	(-0.32, 1.28, 0.77)	(-0.28312, 0.00810, -0.51546, -0.80875)	(0.02, 1.29, 0.73)	(-0.18118, -0.03229, 0.53184, -0.82661)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.219574	1	(-0.13, 1.75, 0.56)	(-0.00492, 0.14180, -0.02356, 0.98960)	(-0.16, 1.75, 0.57)	(-0.00492, 0.14180, -0.02356, 0.98960)	(-0.11, 1.75, 0.56)	(-0.00492, 0.14180, -0.02356, 0.98960)	(-0.32, 1.28, 0.77)	(-0.28321, 0.00806, -0.51552, -0.80868)	(0.02, 1.29, 0.73)	(-0.18090, -0.03157, 0.53171, -0.82678)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.241827	1	(-0.13, 1.75, 0.56)	(-0.00120, 0.13738, -0.02185, 0.99028)	(-0.16, 1.75, 0.57)	(-0.00120, 0.13738, -0.02185, 0.99028)	(-0.11, 1.75, 0.56)	(-0.00120, 0.13738, -0.02185, 0.99028)	(-0.31, 1.28, 0.77)	(-0.28152, 0.00735, -0.51681, -0.80846)	(0.02, 1.29, 0.73)	(-0.18107, -0.03115, 0.53057, -0.82749)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.264104	1	(-0.14, 1.75, 0.57)	(0.00208, 0.13268, -0.01940, 0.99097)	(-0.16, 1.75, 0.57)	(0.00208, 0.13268, -0.01940, 0.99097)	(-0.11, 1.75, 0.56)	(0.00208, 0.13268, -0.01940, 0.99097)	(-0.31, 1.28, 0.77)	(-0.27870, 0.00626, -0.51885, -0.80814)	(0.02, 1.29, 0.73)	(-0.18151, -0.02972, 0.53144, -0.82689)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.286289	1	(-0.14, 1.75, 0.57)	(0.00482, 0.12754, -0.01687, 0.99168)	(-0.17, 1.75, 0.57)	(0.00482, 0.12754, -0.01687, 0.99168)	(-0.11, 1.75, 0.56)	(0.00482, 0.12754, -0.01687, 0.99168)	(-0.31, 1.28, 0.77)	(-0.27700, 0.00444, -0.52082, -0.80746)	(0.02, 1.29, 0.73)	(-0.18278, -0.02822, 0.53223, -0.82615)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.308547	1	(-0.14, 1.75, 0.57)	(0.00911, 0.12152, -0.01311, 0.99246)	(-0.17, 1.75, 0.57)	(0.00911, 0.12152, -0.01311, 0.99246)	(-0.11, 1.75, 0.56)	(0.00911, 0.12152, -0.01311, 0.99246)	(-0.31, 1.28, 0.77)	(-0.27599, 0.00147, -0.52168, -0.80726)	(0.02, 1.29, 0.73)	(-0.18402, -0.02701, 0.53064, -0.82694)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.319668	1	(-0.14, 1.75, 0.57)	(0.01094, 0.11834, -0.01116, 0.99285)	(-0.17, 1.75, 0.57)	(0.01094, 0.11834, -0.01116, 0.99285)	(-0.11, 1.75, 0.56)	(0.01094, 0.11834, -0.01116, 0.99285)	(-0.31, 1.28, 0.77)	(-0.27567, 0.00013, -0.52181, -0.80729)	(0.01, 1.28, 0.73)	(-0.18478, -0.02636, 0.52943, -0.82757)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.341855	1	(-0.14, 1.75, 0.57)	(0.01528, 0.11096, -0.00724, 0.99368)	(-0.17, 1.75, 0.58)	(0.01528, 0.11096, -0.00724, 0.99368)	(-0.11, 1.75, 0.56)	(0.01528, 0.11096, -0.00724, 0.99368)	(-0.30, 1.28, 0.77)	(-0.27669, -0.00268, -0.51986, -0.80820)	(0.01, 1.28, 0.73)	(-0.18664, -0.02510, 0.52728, -0.82856)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.36414	1	(-0.14, 1.75, 0.57)	(0.01906, 0.10240, -0.00304, 0.99456)	(-0.17, 1.75, 0.58)	(0.01906, 0.10240, -0.00304, 0.99456)	(-0.11, 1.75, 0.56)	(0.01906, 0.10240, -0.00304, 0.99456)	(-0.30, 1.28, 0.77)	(-0.27986, -0.00638, -0.51688, -0.80899)	(0.01, 1.28, 0.73)	(-0.18814, -0.02422, 0.52596, -0.82908)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
4.386297	1	(-0.15, 1.75, 0.57)	(0.02229, 0.09383, 0.00040, 0.99534)	(-0.18, 1.75, 0.58)	(0.02229, 0.09383, 0.00040, 0.99534)	(-0.12, 1.75, 0.56)	(0.02229, 0.09383, 0.00040, 0.99534)	(-0.29, 1.28, 0.76)	(-0.28442, -0.01187, -0.51346, -0.80952)	(0.01, 1.28, 0.73)	(-0.18898, -0.02351, 0.52475, -0.82968)	0,0,0,0	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)				(0.00, 0.00, 0.00)	(0.00, 0.00, 0.00)		(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00)	
